"","filename","correct.binomial","global_region","drop"
"1026","1026.jpg","Causus maculatus","Africa","y"
"1027","1027.jpg","Uromacer catesbyi","North America","y"
"1028","1028.jpg","Bamanophis dorri","Africa","y"
"1029","1029.jpg","Macrovipera lebetina","Asia","y"
"1030","1030.jpg","Xerotyphlops vermicularis","Asia","y"
"1031","1031.jpg","Hypnale hypnale","Asia","y"
"1032","1032.jpg","Duberria lutrix","Africa","y"
"1033","1033.jpg","Aparallactus capensis","Africa","y"
"1034","1034.jpg","Lycodonomorphus rufulus","Africa","y"
"1035","1035.jpg","Lampropeltis getula","North America","y"
"1036","1036.jpg","Hydrophis platurus","North America","y"
"1037","1037.jpg","Pseudechis porphyriacus","Australasia/Oceania","y"
"1038","1038.jpg","Dendrelaphis punctulatus","Australasia/Oceania","y"
"1039","1039.jpg","Austrelaps superbus","Australasia/Oceania","y"
"1040","1040.jpg","Demansia psammophis","Australasia/Oceania","y"
"1041","1041.jpg","Aspidites melanocephalus","Australasia/Oceania","y"
"1042","1042.jpg","Naja nivea","Africa","y"
"1043","1043.jpg","Homoroselaps lacteus","Africa","y"
"1044","1044.jpg","Telescopus semiannulatus","Africa","y"
"1045","1045.jpg","Aspidelaps lubricus","Africa","y"
"1046","1046.jpg","Langaha madagascariensis","Africa","y"
"1047","1047.jpg","Cerastes cerastes","Asia","y"
"1048","1048.jpg","Casarea dussumieri","Africa","y"
"1049","1049.jpg","Ahaetulla nasuta","Asia","y"
"1050","1050.jpg","Balanophis ceylonensis","Asia","y"
"1051","1051.jpg","Trimeresurus trigonocephalus","Asia","y"
"1052","1052.jpg","Uropeltis phipsonii","Asia","y"
"1053","1053.jpg","Calamaria schlegeli","Asia","y"
"1054","1054.jpg","Atractus elaps","South America","y"
"1055","1055.jpg","Atractus atlas","South America","y"
"1056","1056.jpg","Atractus werneri","South America","y"
"1057","1057.jpg","Geophis semidoliatus","North America","y"
"1058","1058.jpg","Geophis brachycephalus","North America","y"
"1059","1059.jpg","Candoia bibroni","Australasia/Oceania","y"
"1060","1060.jpg","Acrochordus granulatus","Asia","y"
"1061","1061.jpg","Achalinus formosanus","Asia","y"
"1062","1062.jpg","Xenodermus javanicus","Asia","y"
"1063","1063.jpg","Pareas carinatus","Asia","y"
"1064","1064.jpg","Pareas margaritophorus","Asia","y"
"1065","1065.jpg","Aplopeltura boa","Asia","y"
"1066","1066.jpg","Prosymna bivittata","Asia","y"
"1067","1067.jpg","Pseudoxenodon stejnegeri","Asia","y"
"1068","1068.jpg","Grayia smithii","Africa","y"
"1069","1069.jpg","Sibynophis chinensis","Asia","y"
"1070","1070.jpg","Scaphiodontophis annulatus","North America","y"
"1071","1071.jpg","Regina grahamii","North America","y"
"1072","1072.jpg","Farancia abacura","North America","y"
"1073","1073.jpg","Ninia sebae","North America","y"
"1074","1074.jpg","Liodytes pygaea","North America","y"
"1075","1075.jpg","Tropidonophis mairii","Australasia/Oceania","y"
"1076","1076.jpg","Sinonatrix percarinata","Asia","y"
"1077","1077.jpg","Clelia clelia","South America","y"
"1078","1078.jpg","Lichanura trivirgata","North America","y"
"1079","1079.jpg","Pseudoboa neuwiedii","North America","y"
"1080","1080.jpg","Lampropeltis californiae","North America","y"
"1081","1081.jpg","Phrynonax poecilonotus","North America","y"
"1082","1082.jpg","Oocatochus rufodorsatus","Asia","y"
"1083","1083.jpg","Rhinobothryum bovallii","South America","y"
"1084","1084.jpg","Tantilla bocourti","North America","y"
"1085","1085.jpg","Bungarus multicinctus","Asia","y"
"1086","1086.jpg","Micrurus lemniscatus","South America","y"
"1087","1087.jpg","Sinomicrurus macclellandi","Asia","y"
"1088","1088.jpg","Cacophis squamulosus","Australasia/Oceania","y"
"1089","1089.jpg","Calliophis intestinalis","Asia","y"
"1090","1090.jpg","Hemachatus haemachatus","Africa","y"
"1091","1091.jpg","Calloselasma rhodostoma","Asia","y"
"1092","1092.jpg","Cerrophidion godmani","North America","y"
"1093","1093.jpg","Echis omanensis","Asia","y"
"1094","1094.jpg","Protobothrops mucrosquamatus","Asia","y"
"1095","1095.jpg","Porthidium nasutum","North America","y"
"1096","1096.jpg","Corallus hortulanus","South America","y"
"1097","1097.jpg","Eunectes murinus","South America","y"
"1098","1098.jpg","Epicrates cenchria","South America","y"
"1099","1099.jpg","Malayopython reticulatus","Asia","y"
"1100","1100.jpg","Liotyphlops albirostris","South America","y"
